Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13258,Boing! Docomodake DS,DS,Puzzle,Ignition Entertainment,40000,0,0,0,50000
13259,American Bass Challenge,GBA,Sports,Starfish,30000,10000,0,0,50000
13260,American Chopper 2: Full Throttle,GC,Racing,Activision,40000,10000,0,0,50000
13261,Secret Service,X360,Action,Activision Value,40000,0,0,0,50000
13262,Sword Art Online: Game Director's Edition,PS4,Role-Playing,Namco Bandai Games,0,0,50000,0,50000
13263,Ultimate Ghosts 'n Goblins (JP sales),PSP,Platform,Capcom,0,0,50000,0,50000
13264,Rugby 06,PS2,Sports,Electronic Arts,20000,20000,0,10000,50000
13265,Fatal Frame II: Crimson Butterfly Director's Cut,XB,Action,Microsoft Game Studios,40000,10000,0,0,50000
13266,Deadliest Catch: Alaskan Storm,X360,Sports,Navarre Corp,40000,0,0,0,50000
13267,2002 FIFA World Cup,GC,Sports,Electronic Arts,40000,10000,0,0,50000
13268,Colin McRae Rally 2005,XB,Racing,Codemasters,40000,10000,0,0,50000
13269,Kamen Rider: Battride War Genesis,PSV,Action,Namco Bandai Games,0,0,50000,0,50000
13270,Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,Role-Playing,Namco Bandai Games,0,0,50000,0,50000
13271,Ship Simulator Extremes,PC,Simulation,Paradox Interactive,0,40000,0,10000,50000
13272,Zoop,PS,Puzzle,MediaQuest,30000,20000,0,0,50000
13273,Powerful Golf,DS,Sports,Konami Digital Entertainment,0,0,50000,0,50000
13274,Saiyuki: Journey West,PS,Strategy,Tecmo Koei,30000,20000,0,0,50000
13275,Detective Conan: Marionette Symphony,3DS,Adventure,Namco Bandai Games,0,0,50000,0,50000
13276,FIFA Soccer 10,PC,Sports,Electronic Arts,0,40000,0,10000,50000
13277,Amnesia Crowd,PSP,Misc,Idea Factory,0,0,50000,0,50000
13278,American Chopper 2: Full Throttle,XB,Racing,Zoo Digital Publishing,40000,10000,0,0,50000
13279,Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,PS2,Misc,Hackberry,0,0,50000,0,50000
13280,Monster Hunter Frontier Online,PS3,Role-Playing,,0,0,50000,0,50000
13281,Ribbit King,GC,Sports,Atari,40000,10000,0,0,50000
13282,VR Soccer '96,PS,Sports,Gremlin Interactive Ltd,30000,20000,0,0,50000
13283,Smash Court Tennis 3,PSP,Sports,Namco Bandai Games,10000,10000,10000,10000,50000
13284,Diabolik Lovers,PSP,Adventure,Idea Factory,0,0,50000,0,50000
13285,Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,DS,Action,Konami Digital Entertainment,0,0,50000,0,50000
13286,Summoner: A Goddess Reborn,GC,Role-Playing,THQ,40000,10000,0,0,50000
13287,Saints Row: Gat out of Hell,PS4,Action,Deep Silver,0,40000,0,10000,50000
13288,Rock of the Dead,PS3,Shooter,Conspiracy Entertainment,40000,0,0,0,50000
13289,The Sims,PC,Simulation,Electronic Arts,10000,30000,0,10000,50000
13290,Wasteland 2,XOne,Role-Playing,Deep Silver,40000,10000,0,0,50000
13291,Cesar Millan's Dog Whisperer,DS,Simulation,Ubisoft,40000,0,0,0,50000
13292,E.X. Troopers,PS3,Shooter,Capcom,0,0,50000,0,50000
13293,Kiniro no Corda 2 Encore,PS2,Role-Playing,Tecmo Koei,0,0,50000,0,50000
13294,Jewel Quest Mysteries,DS,Puzzle,Astragon,30000,10000,0,0,50000
13295,Moon,DS,Adventure,Mastiff,40000,0,0,0,50000
13296,M&M's Adventure,DS,Adventure,Zoo Digital Publishing,40000,0,0,0,50000
13297,ESPN Great Outdoor Games Bass 2002,GBA,Sports,Konami Digital Entertainment,30000,10000,0,0,50000
13298,Soul Eater: Plot of Medusa,DS,Action,Namco Bandai Games,0,0,50000,0,50000
13299,Payday 2,PC,Shooter,505 Games,40000,0,0,0,50000
13300,Grand Ages: Medieval,PC,Strategy,Kalypso Media,0,40000,0,0,50000
13301,Handball 16,PS3,Sports,Bigben Interactive,0,40000,0,10000,50000
13302,Gummy Bears Mini Golf,DS,Sports,Storm City Games,40000,0,0,0,50000
13303,Company of Heroes,PC,Strategy,THQ,0,40000,0,10000,50000
13304,Rock Band Country Track Pack 2,X360,Misc,MTV Games,40000,0,0,0,50000
13305,Color Cross,DS,Misc,Rising Star Games,40000,0,0,0,50000
13306,Gaist Crusher,3DS,Action,Capcom,0,0,50000,0,50000
13307,Punch King,GBA,Fighting,Acclaim Entertainment,30000,10000,0,0,50000
13308,Silent Hunter: Wolves of the Pacific,PC,Simulation,Ubisoft,0,40000,0,10000,50000
13309,World Championship Pool 2004,PS2,Sports,Jaleco,20000,20000,0,10000,50000
13310,V-Rally 3,GBA,Racing,Atari,30000,10000,0,0,50000
13311,The Dark Spire,DS,Role-Playing,Success,40000,0,0,0,50000
13312,Kakuto Chojin,XB,Fighting,Microsoft Game Studios,40000,10000,0,0,50000
13313,Beyond Oasis,GEN,Role-Playing,Sega,0,0,50000,0,50000
13314,Forza Motorsport 3: Ultimate Edition,X360,Racing,Microsoft Game Studios,0,40000,0,10000,50000
13315,Robotech: Invasion,XB,Shooter,Global Star,40000,10000,0,0,50000
13316,Wii de Asobu Chibi-Robo!,Wii,Adventure,Nintendo,0,0,50000,0,50000
13317,Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,Strategy,Tecmo Koei,30000,20000,0,0,50000
13318,To Heart 2 DX Plus,PS3,Adventure,Aqua Plus,0,0,50000,0,50000
13319,Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,Adventure,Namco Bandai Games,0,0,50000,0,50000
13320,Naruto: Uzumaki Chronicles 2 (JP sales),PS2,Action,Namco Bandai Games,0,0,50000,0,50000
13321,Frogger: Ancient Shadow,GC,Platform,Konami Digital Entertainment,40000,10000,0,0,50000
13322,Snoopy vs the Red Baron,PSP,Adventure,Namco Bandai Games,40000,0,0,0,50000
13323,Jonah Lomu Rugby Challenge,PC,Sports,Home Entertainment Suppliers,0,40000,0,10000,50000
13324,Pet Vet: Down Under,DS,Simulation,Deep Silver,40000,0,0,0,50000
13325,World Series of Poker: Tournament of Champions 2007 Edition,Wii,Misc,Activision,40000,0,0,0,50000
13326,National Geographic Challenge!,PS3,Misc,Black Bean Games,10000,30000,0,10000,50000
13327,Raze's Hell,XB,Shooter,Majesco Entertainment,40000,10000,0,0,50000
13328,Rain (2013),PS3,Adventure,Sony Computer Entertainment,0,0,50000,0,50000
13329,Billy the Wizard: Rocket Broomstick Racing,Wii,Racing,Metro 3D,40000,0,0,0,50000
13330,Pool Party,Wii,Sports,SouthPeak Games,40000,0,0,0,50000
13331,Microsoft Train Simulator,PC,Simulation,Microsoft Game Studios,0,40000,0,10000,50000
13332,Shin Megami Tensei NINE,XB,Role-Playing,Atlus,0,0,50000,0,50000
13333,Magic Carpet,PS,Shooter,Electronic Arts,30000,20000,0,0,50000
13334,Hoshigami: Ruining Blue Earth,PS,Role-Playing,Max Five,30000,20000,0,0,50000
13335,GunPey DS,DS,Puzzle,Atari,40000,0,0,0,50000
13336,Cabela's African Safari,PSP,Sports,Activision Value,40000,0,0,0,50000
13337,Wing Island,Wii,Simulation,Konami Digital Entertainment,30000,10000,10000,0,50000
13338,Utawarerumono: Itsuwari no Kamen,PS3,Adventure,Aqua Plus,0,0,50000,0,50000
13339,Clever Kids: Creepy Crawlies,DS,Action,Midas Interactive Entertainment,0,40000,0,0,50000
13340,Supreme Commander,PC,Strategy,THQ,0,40000,0,10000,50000
13341,NightCaster II: Equinox,XB,Action,Jaleco,30000,10000,0,0,50000
13342,F1 2015,PC,Racing,Codemasters,0,40000,0,0,50000
13343,SD Gundam G Generation World,Wii,Strategy,Namco Bandai Games,0,0,50000,0,50000
13344,Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,DS,Role-Playing,Square Enix,0,0,50000,0,50000
13345,Galaxy Racers,DS,Racing,Ubisoft,40000,0,0,0,50000
13346,Wonder World Amusement Park,Wii,Misc,Majesco Entertainment,40000,0,0,0,50000
13347,Bubble Bobble Revolution,DS,Puzzle,Atari,40000,0,0,0,50000
13348,Game of Thrones (Telltale),PS4,Adventure,Telltale Games,40000,0,0,10000,50000
13349,Time Crisis: Project Titan,PS,Shooter,Namco Bandai Games,30000,20000,0,0,50000
13350,Ys: The Ark of Napishtim,PSP,Role-Playing,Konami Digital Entertainment,40000,0,0,0,50000
13351,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,Action,Namco Bandai Games,0,0,50000,0,50000
13352,Crusader: No Remorse,PS,Adventure,Electronic Arts,30000,20000,0,0,50000
13353,Black & Bruised,GC,Fighting,Vivendi Games,40000,10000,0,0,50000
13354,MiniCopter: Adventure Flight,Wii,Simulation,505 Games,40000,0,0,0,50000
13355,Shaun the Sheep,DS,Adventure,D3Publisher,40000,0,0,0,50000
13356,Fast & Furious: Showdown,X360,Action,Activision,0,40000,0,0,50000
13357,World Championship Poker: Featuring Howard Lederer - All In,X360,Misc,Oxygen Interactive,40000,0,0,0,50000
13358,Test Drive: Ferrari Legends,X360,Racing,Atari,40000,0,0,0,50000
13359,Tom Clancy's Rainbow Six: Lockdown,GC,Shooter,Ubisoft,40000,10000,0,0,50000
13360,FIFA Manager 12,PC,Sports,Electronic Arts,0,30000,0,10000,50000
13361,Full Spectrum Warrior: Ten Hammers,XB,Strategy,THQ,30000,10000,0,0,50000
13362,River City Soccer Hooligans,DS,Sports,Arc System Works,40000,0,10000,0,50000
13363,Shin Hayarigami,PSV,Adventure,Nippon Ichi Software,0,0,50000,0,50000
13364,TMNT,DS,Action,Ubisoft,30000,10000,0,0,50000
13365,Turok: Dinosaur Hunter,N64,Shooter,Acclaim Entertainment,0,0,50000,0,50000
13366,Puyo Puyo Tetris,PSV,Puzzle,Sega,0,0,50000,0,50000
13367,Taiko no Tatsujin Portable 2,PSP,Misc,Namco Bandai Games,0,0,50000,0,50000
13368,Gitaroo Man,PS2,Misc,THQ,20000,20000,0,10000,50000
13369,Super Bubble Pop,GC,Puzzle,Jaleco,40000,10000,0,0,50000
13370,Mafia,PC,Action,Take-Two Interactive,0,40000,0,10000,50000
13371,Rapala Fishing Frenzy 2009,X360,Sports,Activision,40000,0,0,0,50000
13372,Ride to Hell,PS3,Racing,Deep Silver,20000,20000,0,10000,50000
13373,Arctic Tale,Wii,Adventure,Zoo Digital Publishing,40000,0,0,0,50000
13374,Balloon Pop,Wii,Puzzle,505 Games,40000,0,0,0,50000
13375,XBLAZE Code: Embryo,PSV,Adventure,Arc System Works,30000,0,10000,10000,50000
13376,Black Mirror 2,PC,Adventure,DTP Entertainment,0,40000,0,10000,50000
13377,Time Travelers,PSV,Adventure,Level 5,0,0,50000,0,50000
13378,Amnesia Later,PSP,Misc,Idea Factory,0,0,50000,0,50000
13379,B-Boy,PSP,Misc,Sony Computer Entertainment,40000,0,0,0,50000
13380,Cocoto Kart Racer,DS,Racing,Big Ben Interactive,40000,0,0,0,50000
13381,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,Adventure,ChunSoft,0,0,50000,0,50000
13382,Intellivision Lives!,XB,Misc,Crave Entertainment,30000,10000,0,0,50000
13383,Crazy Chicken: Atlantis Quest,DS,Platform,Phenomedia,40000,0,0,0,50000
13384,Test Drive Le Mans,PS,Racing,Infogrames,30000,20000,0,0,50000
13385,Counter Force,Wii,Shooter,505 Games,40000,0,0,0,50000
13386,Monster Jam: Maximum Destruction,GC,Racing,Ubisoft,40000,10000,0,0,50000
13387,Professor Heinz Wolff's Gravity,DS,Puzzle,Deep Silver,40000,0,0,0,50000
13388,Fantastic Four: Rise of the Silver Surfer,Wii,Action,Take-Two Interactive,40000,10000,0,0,50000
13389,Big Air Freestyle,GC,Racing,Atari,40000,10000,0,0,50000
13390,Rimo-Cocoron,PS2,Action,Sony Computer Entertainment,0,0,50000,0,50000
13391,Rugby World Cup 2015,X360,Sports,Ubisoft,0,40000,0,0,50000
13392,Mike Tyson Heavyweight Boxing,XB,Sports,Codemasters,30000,10000,0,0,50000
13393,To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,Action,FuRyu,0,0,50000,0,50000
13394,The Berenstain Bears and the Spooky Old Tree,GBA,Platform,Namco Bandai Games,30000,10000,0,0,50000
13395,Lux-Pain,DS,Adventure,Rising Star Games,40000,0,0,0,50000
13396,Ford Bold Moves Street Racing,PSP,Racing,Xplosiv,40000,0,0,0,50000
13397,Cabela's Trophy Bucks,X360,Sports,Activision Value,40000,0,0,0,50000
13398,Hakuouki: Bakumatsu Musou Roku,PSP,Action,Idea Factory,0,0,50000,0,50000
13399,Mahjong 3D: Warriors of the Emperor,3DS,Misc,DTP Entertainment,0,40000,0,10000,50000
13400,Hiiro no Kakera DS,DS,Adventure,Idea Factory,0,0,50000,0,50000
13401,March of the Penguins,DS,Adventure,Zoo Digital Publishing,40000,0,0,0,50000
13402,Rock of the Dead,X360,Shooter,Conspiracy Entertainment,40000,0,0,0,50000
13403,Arcana Famiglia: La storia della Aracana Famiglia,PSP,Adventure,Comfort,0,0,50000,0,50000
13404,Tokyo Ghoul: Jail,PSV,Racing,Namco Bandai Games,0,0,50000,0,50000
13405,City Life: World Edition,PC,Simulation,Monte Christo Multimedia,0,40000,0,10000,50000
13406,The Misadventures of Tron Bonne,PS,Adventure,Eidos Interactive,30000,20000,0,0,50000
13407,Centipede: Infestation,3DS,Shooter,Atari,40000,0,0,0,50000
13408,Wolfenstein,PC,Shooter,Activision,10000,30000,0,10000,50000
13409,Hero Bank 2,3DS,Role-Playing,Sega,0,0,50000,0,50000
13410,Atelier Ayesha: The Alchemist of Dusk,PSV,Role-Playing,Tecmo Koei,0,0,50000,0,50000
13411,Brave Story: New Traveller (jp sales),PSP,Role-Playing,Sony Computer Entertainment,0,0,50000,0,50000
13412,Black Jack vs. Matsudajun,PS,Misc,Pony Canyon,30000,20000,0,0,50000
13413,Arslan: The Warriors of Legend,PS3,Action,Tecmo Koei,0,0,50000,0,50000
13414,SpongeBob SquarePants: Plankton's Robotic Revenge,X360,Shooter,Activision,40000,0,0,0,50000
13415,Wrath Unleashed,XB,Strategy,LucasArts,30000,10000,0,0,50000
13416,Yoru no Nai Kuni,PS3,Role-Playing,Tecmo Koei,0,0,50000,0,50000
13417,Garou Densetsu 3: Road to the Final Victory,SAT,Fighting,SNK,0,0,50000,0,50000
13418,Bleach: Soul Carnival,PSP,Fighting,Sony Computer Entertainment,0,0,50000,0,50000
13419,Double Dragon Advance,GBA,Action,Atlus,30000,10000,0,0,50000
13420,Sesame Street: Elmo's A-to-Zoo Adventure,PC,Misc,Warner Bros. Interactive Entertainment,40000,0,0,0,50000
13421,Family Fortunes,DS,Misc,Mindscape,0,40000,0,0,50000
13422,The Bible Game,XB,Misc,Crave Entertainment,30000,10000,0,0,50000
13423,Inspector Gadget: Gadget's Crazy Maze,PS,Puzzle,Ubisoft,30000,20000,0,0,50000
13424,World Fantasista,PS2,Sports,SquareSoft,0,0,50000,0,50000
13425,Yager,XB,Shooter,THQ,30000,10000,0,0,50000
13426,Fantastic Four: Rise of the Silver Surfer,DS,Action,Take-Two Interactive,40000,0,0,0,50000
13427,Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,DS,Misc,Nintendo,0,0,50000,0,50000
13428,Toukiden Kiwami,PSP,Action,Tecmo Koei,0,0,50000,0,50000
13429,Grey's Anatomy: The Video Game,DS,Adventure,Ubisoft,30000,10000,0,0,50000
13430,Tropico 3,PC,Strategy,Kalypso Media,0,40000,0,10000,50000
13431,Looney Tunes: Cartoon Conductor,DS,Misc,Eidos Interactive,40000,0,0,0,50000
13432,Avatar: The Game,PC,Action,Ubisoft,0,40000,0,10000,50000
13433,Futurama,XB,Platform,SCi,30000,10000,0,0,50000
13434,Pool Hall Pro,Wii,Sports,Playlogic Game Factory,40000,0,0,0,50000
13435,Nazo Waku Yakata: Oto no Ma ni Ma ni,3DS,Misc,Capcom,0,0,50000,0,50000
13436,Choro Q 64 2: Hacha Mecha Grand Prix Race,N64,Racing,Takara,0,0,50000,0,50000
13437,Mighty No. 9,PS4,Platform,Deep Silver,40000,0,0,10000,50000
13438,Plants vs. Zombies: Garden Warfare 2,PC,Shooter,Electronic Arts,0,40000,0,0,50000
13439,Ape Escape,PS3,Platform,Sony Computer Entertainment,0,30000,0,10000,50000
13440,Activision Anthology,GBA,Misc,Activision,30000,10000,0,0,50000
13441,Gray Matter,X360,Adventure,DTP Entertainment,0,40000,0,10000,50000
13442,Thrillville: Off the Rails,DS,Strategy,LucasArts,30000,10000,0,0,50000
13443,LEGO Friends,3DS,Action,Warner Bros. Interactive Entertainment,0,40000,0,0,50000
13444,Secret Files: Tunguska,PC,Adventure,DreamCatcher Interactive,0,40000,0,10000,50000
13445,Wayne Gretzky's 3D Hockey '98,PS,Sports,GT Interactive,30000,20000,0,0,50000
13446,Nanda's Island,DS,Puzzle,Phenomedia,40000,0,0,0,50000
13447,Hakuouki SSL: Sweet School Life,PSV,Adventure,Idea Factory,0,0,50000,0,50000
13448,Trigger Man,XB,Shooter,Crave Entertainment,30000,10000,0,0,50000
13449,Kimi ni Todoke: Tsutaeru Kimochi,DS,Adventure,Banpresto,0,0,50000,0,50000
13450,Nora to Koku no Koubou: Kiri no Mori no Majo,DS,Role-Playing,Atlus,0,0,50000,0,50000
13451,Bad Boys: Miami Takedown,GC,Shooter,Empire Interactive,30000,10000,0,0,50000
13452,SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,Shooter,Activision,0,40000,0,0,50000
13453,Short Track Racing: Trading Paint,PS2,Racing,THQ,20000,20000,0,10000,50000
13454,Game no Kanzume Vol 1,SCD,Misc,Sega,0,0,40000,0,50000
13455,Rat Attack!,PS,Puzzle,Mindscape,30000,20000,0,0,40000
13456,Jewel Master: Cradle Of Rome 2,PC,Puzzle,Rising Star Games,0,40000,0,10000,40000
13457,National Geographic Panda (US sales),DS,Simulation,Ubisoft,40000,0,0,0,40000
13458,Sushi Go-Round,DS,Simulation,Asylum Entertainment,40000,0,0,0,40000
13459,Danny Phantom: Urban Jungle,DS,Action,THQ,40000,0,0,0,40000
13460,Sotsugyou II: Neo Generation,PS,Simulation,Riverhillsoft,0,0,40000,0,40000
13461,Summon Night Craft Sword Monogatari: Hajimari no Ishi,GBA,Role-Playing,Banpresto,0,0,40000,0,40000
13462,The King of Fighters 2002: Unlimited Match,PS2,Fighting,SNK Playmore,0,0,40000,0,40000
13463,Art of Fighting Anthology,PS2,Fighting,Crave Entertainment,20000,20000,0,10000,40000
13464,Rapala Trophies,PSP,Sports,Activision,40000,0,0,0,40000
13465,Phoenix Wright: Revived Turnabout,DS,Misc,Capcom,0,0,40000,0,40000
13466,Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,Role-Playing,Nippon Ichi Software,0,0,40000,0,40000
13467,Runaway: A Twist of Fate,PC,Adventure,Focus Home Interactive,0,40000,0,10000,40000
13468,Cheer We Go!,DS,Misc,Natsume,40000,0,0,0,40000
13469,The Tale of Despereaux,Wii,Platform,Brash Entertainment,40000,0,0,0,40000
13470,The Hustle: Detroit Streets,PS2,Sports,Activision,20000,20000,0,10000,40000
13471,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,Misc,Sega,0,0,40000,0,40000
13472,Tomoyo After: It's a Wonderful Life CS Edition,PSP,Adventure,Prototype,0,0,40000,0,40000
13473,Guilty Gear XX Accent Core,PS2,Fighting,Unknown,0,0,40000,0,40000
13474,Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,Misc,Success,0,0,40000,0,40000
13475,Atelier Escha & Logy: Alchemists of the Dusk Sky,PSV,Role-Playing,Tecmo Koei,0,0,40000,0,40000
13476,Millipede / Super Breakout / Lunar Lander,GBA,Misc,Zoo Digital Publishing,30000,10000,0,0,40000
13477,World Trigger: Borderless Mission,PSV,Action,Namco Bandai Games,0,0,40000,0,40000
13478,Disney's Donald Duck: Goin' Quackers,GC,Platform,Ubisoft,30000,10000,0,0,40000
13479,RollerCoaster Tycoon,PC,Strategy,Microprose,20000,20000,0,10000,40000
13480,Assault Rigs,PS,Action,Electronic Arts Victor,20000,20000,0,0,40000
13481,Backyard Baseball '09,Wii,Sports,Atari,40000,0,0,0,40000
13482,World Championship Spelling,DS,Misc,505 Games,40000,0,0,0,40000
13483,Yes! PreCure 5,DS,Action,Namco Bandai Games,0,0,40000,0,40000
13484,Bionicle Heroes,Wii,Shooter,Eidos Interactive,40000,0,0,0,40000
13485,Tom Clancy's HAWX,PC,Action,Ubisoft,0,30000,0,10000,40000
13486,Exist Archive: The Other Side of the Sky,PSV,Role-Playing,Aksys Games,0,0,40000,0,40000
13487,Honda ATV Fever,Wii,Racing,Storm City Games,40000,0,0,0,40000
13488,Operation Flashpoint: Elite,XB,Shooter,Codemasters,30000,10000,0,0,40000
13489,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,Misc,Tecmo Koei,0,0,40000,0,40000
13490,"Roswell Conspiracies: Aliens, Myths & Legends",PS,Action,Red Storm Entertainment,20000,20000,0,0,40000
13491,Front Mission,DS,Strategy,Square Enix,10000,0,30000,0,40000
13492,Dead Island Definitive Collection,XOne,Action,Deep Silver,20000,20000,0,0,40000
13493,Sekai no Gohan Shaberu! DS Oryouri Navi,DS,Misc,Nintendo,0,0,40000,0,40000
13494,Rugby Challenge 3,PS3,Sports,Alternative Software,0,40000,0,10000,40000
13495,Boktai 2: Solar Boy Django,GBA,Role-Playing,Konami Digital Entertainment,30000,10000,0,0,40000
13496,Praetorians,PC,Strategy,Eidos Interactive,0,40000,0,0,40000
13497,Candace Kane's Candy Factory,DS,Action,Destineer,40000,0,0,0,40000
13498,Nobunaga's Ambition (3DS),3DS,Simulation,Tecmo Koei,0,0,40000,0,40000
13499,Angelique Duet,PS,Strategy,Tecmo Koei,0,0,40000,0,40000
13500,Shin Fortune Quest: Sokutaku no Kishi,PS,Misc,Media Works,0,0,40000,0,40000
13501,Resident Evil 6,PC,Shooter,Capcom,0,40000,0,10000,40000
13502,Crushed Baseball,GBA,Sports,Summitsoft,30000,10000,0,0,40000
13503,Dark Arena,GBA,Shooter,THQ,30000,10000,0,0,40000
13504,Just Sing! Vol. 2,DS,Misc,PQube,0,40000,0,10000,40000
13505,Heatseeker,PSP,Action,Codemasters,40000,0,0,0,40000
13506,IL-2 Sturmovik: 1946,PC,Simulation,Ubisoft,0,40000,0,10000,40000
13507,Jerry Rice and Nitus' Dog Football,Wii,Sports,Tommo,40000,0,0,0,40000
13508,TOCA Race Driver 2,XB,Racing,Codemasters,30000,10000,0,0,40000
13509,I.Q. Remix+: Intelligent Qube,PS2,Puzzle,Sony Computer Entertainment,0,0,40000,0,40000
13510,Sébastien Loeb Rally Evo,PS4,Racing,Milestone S.r.l,0,40000,0,10000,40000
13511,Growlanser,PSP,Role-Playing,Atlus,0,0,40000,0,40000
13512,Trollz: Hair Affair!,GBA,Misc,Ubisoft,30000,10000,0,0,40000
13513,Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,Misc,Paon,0,0,40000,0,40000
13514,Grand Slam,PS,Misc,Virgin Interactive,20000,20000,0,0,40000
13515,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS,Action,Namco Bandai Games,0,0,40000,0,40000
13516,The King of Fighters 2000,PS2,Fighting,Playmore,0,0,40000,0,40000
13517,Coraline,DS,Action,D3Publisher,40000,0,0,0,40000
13518,FIFA Street 2,DS,Sports,Electronic Arts,40000,0,0,0,40000
13519,M&M's Beach Party,Wii,Misc,Zoo Digital Publishing,40000,0,0,0,40000
13520,Dead Head Fred,PSP,Action,D3Publisher,40000,0,0,0,40000
13521,D.C.F.S.: Da Capo Four Seasons,PS2,Adventure,Kadokawa Shoten,0,0,40000,0,40000
13522,Hyperdimension Neptunia mk2,PSV,Action,Compile Heart,0,0,40000,0,40000
13523,Disney's Meet the Robinsons,GC,Action,Disney Interactive Studios,30000,10000,0,0,40000
13524,Hanayori Danshi: Koi Seyo Onago,DS,Adventure,Konami Digital Entertainment,0,0,40000,0,40000
13525,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,Misc,Nintendo,0,0,40000,0,40000
13526,Puyo Puyo Tetris,PS3,Puzzle,Sega,0,0,40000,0,40000
13527,Sonic the Hedgehog 2 (8-bit),GG,Platform,Sega,0,0,40000,0,40000
13528,FlatOut 2,XB,Racing,Empire Interactive,30000,10000,0,0,40000
13529,Rogue Trooper,PS2,Shooter,Eidos Interactive,20000,20000,0,10000,40000
13530,Spy Fiction,PS2,Action,Sega,20000,20000,0,10000,40000
